,black,blue,chapter,cyan,cyan-blue,green,lightness,magenta,orange,pink,purple,red,saturation,teal,white,yellow,yellow-green
0,0.017415612624660275,0.005887161543966073,0,0.05114826082036448,0.02543247179011066,0.00023430803825250806,0.7478930481132254,0.01554555364015847,0.03878802997050362,0.0779830015162566,0.0061567121543646686,0.06795951839923832,0.33388093253339074,0.0003130531603914238,0.3565645210272879,0.022940711806344268,0.0006211503340748041
1,0.16122659430122116,0.004883910258432994,1,0.00023830109494809253,0.000985263955066107,3.9127828089994e-05,0.5500236683696462,0.0035699725474109367,0.23727241172572655,0.0012106907323845887,0.004516613549588211,0.055610993657505284,0.45300562115740484,0.00010248966583572624,0.08948307090341107,0.06597431447414093,0.00024107790855447918
2,0.22716007005082997,0.003759307777632268,1,0.00024998786664096295,0.014612631328360147,1.328568922495356e-05,0.4459333138407018,0.00013448371133830544,0.18797650547872,0.010066485384792875,0.00030041925839282744,0.0927319416980575,0.37851983910998327,3.823024858609086e-05,0.1336984999914592,0.009646494923375465,4.0941613734040565e-05
3,0.10130837266038145,0.0220001493657291,1,0.0005685381244169105,0.0072442378613672654,0.0033607289047580097,0.5893639150122821,0.0011586512985927615,0.07260834053489527,0.00038076406497646303,0.007153670070071494,0.023056852626999396,0.4896070813616683,0.001913066774779004,0.08324294335838173,0.25061957141519287,0.017659770948839866
4,0.19604887699678708,0.011629500029217381,1,0.00907211979224723,0.0030970424643953056,0.016259104651750907,0.4611063723014748,0.0026997842824235596,0.04164508099598371,0.002078853539403445,0.006155783151047971,0.00648994160943088,0.4773291081158837,0.017422398388575462,0.011115126796071023,0.2549160086208463,0.024952380578248813
5,0.1129539265127709,0.002628886544562823,1,0.02408373192819891,0.07503507573933031,0.00762677169340216,0.6020163618208185,0.00010254614511297166,0.06479298594804694,0.0011452290862616608,0.0005771808473025276,0.00534779451422482,0.4126884060498614,0.005658564129567185,0.17505122740951476,0.14888813102735843,0.020110525435488427
6,0.13627206981987008,0.0028101543999626633,1,0.03097257366414305,0.08380063553776194,0.004101724596244808,0.5280484364418335,0.001391760735860198,0.06705308931821732,0.00692303946137566,0.0014462948270229357,0.009556655594132437,0.421867810228477,0.005744849445324881,0.09564087449346707,0.15551778470853939,0.01472496555474614
7,0.16992481587234667,0.015396329583708615,1,0.0014367386569061444,0.023344256430893842,6.719940721435461e-05,0.5062224607191913,0.023546621185699047,0.11276290490517346,0.0463198104107979,0.016831279663236432,0.0645891062862107,0.36697609757187405,0.00034034072399057166,0.08954895911184357,0.0653456745172438,0.0002828507368300021
8,0.1307842537109868,0.009837652732830724,1,0.020935971631169344,0.005557227507725486,0.00936970533657251,0.5735385422299638,0.00037625327044516475,0.23378108923913085,0.000660300157391174,0.001377717046783214,0.005285474805246031,0.4916084739447793,0.0037220643472492404,0.13209640177394838,0.06540352458900925,0.012252691593979435
9,0.10495628370121975,0.00010568469905523441,1,0.025463438782896575,0.0010530544774283524,0.007983492960210722,0.6583177290390726,3.21099444497961e-05,0.20228000832330215,0.00018836148515825272,4.677432852923054e-05,0.003513636992274145,0.46007098021080556,0.006889226506834993,0.1442975393416349,0.11521680154107507,0.012600498437358176
10,0.09736993016783885,0.0016932661981598196,1,0.0003485169262231862,0.0006759365227929248,0.004888552671127428,0.6676787188747316,0.000409616984829924,0.23048421659450194,0.0015211996654018315,0.0007841630840021689,0.012587708038164796,0.5309114564426585,0.0005329130672202022,0.24549921350799,0.05033055679688834,0.024308781612773035
11,0.15406659106755444,0.0003648502222769498,1,0.0009394893223631456,0.0008654461890187058,0.015563544702334531,0.5808688137023169,4.050910556163192e-05,0.16699865354171647,0.0004394299000659145,7.779894445611428e-05,0.0031884153615893735,0.4357950468386962,0.002662870078177208,0.16899728159757182,0.12788483180807161,0.019442224491805223
12,0.09904401362783287,0.000143046470212548,1,0.0005435765868076823,0.00031333988713224797,0.005066842209661985,0.7041023401085927,2.207002683279312e-05,0.16601155924467104,0.00039344591045127484,4.0597950593656475e-05,0.0043715001296954666,0.4579340195860674,0.0007808974926269762,0.25208684364830075,0.12539835036085856,0.021349345092388946
13,0.18016068654526624,0.00025891084836454647,1,0.0006653469405368085,0.0007529990506602226,0.0296369314749288,0.5230184981791702,3.560024165012514e-05,0.24122373133684302,0.0003619357901096056,5.151247087252956e-05,0.005831966859411409,0.43490270519207175,0.004015815137654268,0.16369773237248642,0.04158081254854579,0.0036552278415465608
14,0.20666661295489128,0.0032357640412073035,1,0.040755013461745225,0.009454476353251974,0.015084489085720937,0.5075040623963912,0.0021242081101632217,0.039019752690612676,0.004996584208904727,0.0015982957438881787,0.02249060205992067,0.38371684822054036,0.06782797081450295,0.1154615179670056,0.10695440620382118,0.02539437176531251
15,0.09419515418600219,0.00026155637912028554,1,0.01724788795696038,0.0034318768005177727,9.147056736720761e-05,0.6891910838431022,4.9443549928220326e-05,0.2602673857736568,0.0002435094833964851,7.416532489233049e-05,0.005754734776145564,0.5375963187675847,0.0006976484894871888,0.1352251424406869,0.09690960507706148,0.00026056750812172115
16,0.12265774884635698,0.001350376941019817,1,8.045799892487411e-05,0.0002759568208739103,3.4347566792490114e-05,0.44943058295403665,0.00527046944419285,0.13186124994559675,0.06623081329627246,0.007060307034311102,0.18604171347306833,0.41526195051652215,5.928484131306513e-05,0.05224311960599106,0.014199425266399493,8.516314506083166e-05
17,0.13379496181825348,0.0004359652804671322,1,0.0003455256744127803,0.000940468837887135,4.071070585922392e-05,0.5294674721998194,0.000990197738082263,0.17072189099682739,0.03890552101587125,0.00016902672812437274,0.1408237424836571,0.3981421069348758,0.00019170104531178862,0.1535332125925943,0.0027149918204977374,5.6170467577916556e-05
18,0.13821840308384273,0.00018633040405375458,1,0.0006377468629413174,0.0005435878987594868,4.7452142899022834e-05,0.5151394392056383,6.881802923052003e-05,0.20622129890676225,0.00595760411894538,8.1240056167437e-05,0.15143991167441967,0.4606035309264735,0.0003157679247364294,0.10104921408319975,0.014779479209005075,8.69541885584188e-05
19,0.16317084921083078,9.552891217288106e-05,1,0.000377738313093306,0.00024178341921923268,7.595964714555232e-05,0.5011668793201484,2.008424568594265e-05,0.16755899940287994,0.007713122814389899,2.7293974906537448e-05,0.1798752768342903,0.46046706644805335,0.0003020361562770606,0.12080931270423811,0.0015835655252377859,0.0001385297971671429
20,0.11333988693392558,0.00011575607333109251,1,0.00037715709669583535,0.0003406825352961038,4.559320174966445e-05,0.5444827215506591,0.00014640483672947807,0.09177455580189957,0.0301581298884461,5.2938773142665944e-05,0.24644974603320147,0.44055691972258365,0.00040349983548453033,0.14344786430044704,0.0016613656126447172,8.029469419246461e-05
21,0.14788949036092958,0.00021005880888313677,1,0.00027249506134298607,0.0005540901432874077,1.541947935243242e-05,0.52332722222656,5.409456690853342e-05,0.20555202368027584,0.0028151924843940967,6.445847926016832e-05,0.1448483140315998,0.4998009127575343,0.00014913922652352673,0.11638446070370966,0.013274907830694117,5.283067515833404e-05
22,0.24608150470219436,9.940493426160231e-05,1,0.00018884314688219963,0.00020746517942197212,0.0002019572543045746,0.3787067061950741,4.248970804849492e-05,0.23497490484403655,0.0007139320080740936,3.330983285283244e-05,0.088618056342402,0.5138735965802069,0.0006538693960796162,0.06687617764684653,0.017186300059170854,0.0006006261199447739
23,0.06871321138216469,0.005275563811649284,2,0.2335384816356275,0.017022395808177788,0.004940226042681491,0.5927735892846593,9.359427283130934e-05,0.052590221500606486,0.0002575093763192976,0.0002870391201537749,0.012551392389984812,0.5191033822534937,0.007590395425792629,0.18422831396924552,0.034527778104495754,0.004854639835974786
24,0.33337286287903345,0.0050193738695647975,2,0.03047640130043421,0.011733540409590511,0.013282805789585107,0.39382799267403346,0.0038853151251461494,0.03179493125812003,0.00785320307908808,0.004955248162095733,0.03140227110416562,0.28339728399153774,0.033174365997328974,0.11351626435837545,0.05163466383927931,0.05134331644689703
25,0.046874130656008095,0.09878125824474625,2,0.017000554585380124,0.1050871991284574,0.0010302006737584197,0.5648445206008131,0.017401462382419824,0.06721812614753407,0.03241654746371414,0.028923242870706224,0.05546594145803906,0.3809622838366204,0.0023006768095367148,0.058440107471108615,0.02079313785843894,0.0009245333137104634
26,0.1189173311411951,0.0021841453462717445,2,0.018088007504285537,0.004775928320415686,0.014227700019365394,0.6209705985123369,0.00021945708610510847,0.18825795121432487,0.0018447948402042255,0.0006106745281998446,0.021857613010625426,0.4334439543685857,0.026319733336182975,0.09671280912628713,0.10474957783181091,0.00904934682846718
27,0.1149597717886157,0.0008845339256692398,2,0.021297064451334728,0.009413094201911387,0.004023229008362149,0.6530968255588063,0.00014628934891178943,0.1883320376665163,0.0012956668170347148,0.0002623963228622245,0.02669835000297745,0.4333724350316582,0.0043981974324315875,0.1848972290132566,0.08727192933082412,0.0060487110902281704
28,0.12150086186164803,0.0004202499197252791,2,0.02056161403914182,0.0027829465592037824,0.00224796088773765,0.64400913466735,5.535261091010709e-05,0.21826206236842,0.0004602865169369585,9.72701220847513e-05,0.008178482612965677,0.3772630479818388,0.007729212877811798,0.18369865608697347,0.08139171511139713,0.005213087399354309
29,0.04854254794121803,0.0022158096040204344,2,0.16420597530303382,0.01470137004467123,0.017256228613992754,0.6778570493394125,0.0005010494764609025,0.09392291173934705,0.0013686574389858814,0.0006075606978765707,0.020655417859039803,0.3946663464870382,0.06505837073570099,0.1056995729911055,0.02666989256944332,0.015715695451265475
30,0.03857355213618594,0.00035739995539178435,2,0.023213367506253833,0.003669893861829391,0.02160800597269283,0.7369256207466702,3.392361310519926e-05,0.041137856748862424,0.00023826663692785624,8.120297940142185e-05,0.0017338438792586488,0.33100721097199903,0.21688754856485754,0.2379137779285494,0.02198196706204148,0.030813058187009926
31,0.08847721812033059,0.00034650793869407513,2,0.023985736518743982,0.001213873338984303,0.010484447521732653,0.7354160447356308,3.0049468938239578e-05,0.10455462304819309,0.00043102207008287395,8.232302427871884e-05,0.002003923959818852,0.35850301366638826,0.028176698389724083,0.4150961645609084,0.06661654248306274,0.010287560897126895
32,0.06539077892473867,0.0011133265283944228,2,0.08457670117179997,0.007534571070517137,0.004508463547010385,0.7619010284324486,5.581406954498729e-05,0.0837893944731595,0.0009560621795000175,0.00014478826276081996,0.007654078842954639,0.2935966048760776,0.03301632036225301,0.42771503437325886,0.02206264505502118,0.008034927788085141
33,0.04043892702867515,0.0002160365515459126,2,0.03965113416635938,0.001267363363265206,0.009618733790874575,0.7233737183094586,2.22165248043669e-05,0.05876883680404821,0.00030285975193079475,5.005102139834382e-05,0.0018312034410587937,0.3994457283298766,0.20030163401263124,0.21386980197160166,0.04764576338532851,0.013169802686616255
34,0.07778289915504825,0.0004965974299242703,2,0.04657058988073734,0.0024979926591914693,0.0038869932243046222,0.7388364685127868,7.078070551942279e-05,0.15094948069611974,0.0006336288758098729,0.00012457404171418413,0.004670960318637749,0.44250810185065653,0.037208850645916405,0.29092455456286404,0.06111942233884366,0.0074164023243251205
35,0.15232715562154323,0.0024493080306459422,2,0.008770332415032514,0.01639141353641041,0.0016531691052570777,0.603078813717831,0.00048599188154545416,0.2006457887437679,0.0034759231996248645,0.0006325292462971573,0.03332714936169462,0.38612282455669367,0.0017607246855991046,0.19451796604999572,0.05537661240895477,0.0016084965494007333
36,0.10940470411407145,0.004785303324634354,2,0.010981310900476783,0.04910775141555321,0.00040785852963858487,0.636894082900463,0.00022783256109750824,0.2098455355335475,0.0014008697521678923,0.0003491247159263975,0.01175550451936208,0.37803675080967314,0.0010572086468193728,0.2187547721223641,0.043800946461260405,0.0022010155212981103
37,0.16612033789042585,0.0023789785745024425,2,0.0025961658665686537,0.004536449154841866,0.00043379849051951546,0.5835386076118863,0.0006138277445531789,0.19755056517663894,0.004218445480516802,0.0006481053145211884,0.02900141661419414,0.3591095105368607,0.002419593174212437,0.19531100125646017,0.07372385183102713,0.0011631330044606929
38,0.13917204000773392,0.0009836206446781673,2,0.0053149274023514825,0.00798343957254701,0.0007872034176597501,0.6927207937284406,9.82086135092086e-05,0.171396741315443,0.0009225471631521282,0.0002105347152103659,0.009855848169483514,0.3318029029685305,0.004346958755451345,0.3527641121174084,0.05008516528202751,0.0020467288859153505
39,0.2422647236436449,0.027268598769250328,2,0.016765113601079656,0.12745373686796946,0.005344800608284701,0.4702136870695212,0.00436593410086084,0.06526316625878015,0.011945655336304671,0.00679277735264132,0.0164497248294089,0.2851295258026675,0.005564839286194529,0.12627316823912826,0.025564521452548658,0.0029521855952901943
40,0.12027426597601572,0.022986133162470838,2,0.03307048897984967,0.1614319762639871,0.0007196244267392643,0.5406980289112687,0.008214463348213111,0.07898252740581474,0.0204198025938714,0.005296096468694075,0.026600655381334496,0.3174092349166979,0.0025417304408484275,0.13531173027401996,0.010778814596188903,0.0011646888069701492
41,0.23687941210875105,0.0023088042860176894,2,0.0008373507136892379,0.0004417659371312009,0.0010499870464382019,0.4133773821691649,0.012245873573744336,0.04990280388155192,0.041604404566251064,0.003726971903838644,0.1986383662424851,0.34980209551858477,0.0024942901562318813,0.02888783839435717,0.042419425927575256,0.011446330513491369
42,0.10556485510926379,0.03219219019790145,2,0.0013264885579680138,0.008720203448626097,0.012230649332385365,0.5861112403241766,0.009564487901682123,0.11808043213300727,0.03970895869305353,0.014032261529927419,0.1300737637995828,0.4148377216756728,0.010065003554881907,0.07518721726969443,0.02118060167352902,0.012448922987975905
43,0.09023779611104824,0.049708502909718275,2,0.0014740789871401292,0.002177453897427596,0.0001408659867853379,0.637921802456802,0.01872681978560674,0.05428067858249661,0.06549814749289581,0.021743978217820835,0.18534501900258285,0.4436247522466987,0.00043167068492862867,0.09371503718145784,0.008085707641478396,0.00041066016486573085
44,0.185083506713751,0.046344223073848764,2,0.0009781104399380989,0.09622666675225727,8.273758704386448e-05,0.39959653163256803,0.06466227729502298,0.03742449303613422,0.05517931351102419,0.03995702400507457,0.060104101953629384,0.29284604401576975,0.00015715386504596096,7.156325775920461e-05,0.0059119334466457875,0.0003944300485798022
45,0.19752631185215172,0.007882811782913491,2,0.036410287155592885,0.2209009776649687,0.0006300413254053354,0.3985831670720614,0.0003636996451076694,0.050393225371220346,0.0019683817408453004,0.000539845935663098,0.0041089305638750484,0.3909560503556585,0.0011908444251556003,0.07664963388630182,0.035777062463490765,0.002745919056535001
